basin,city,land,year,Value
OBBB,KAZ,primn,1963,12695.860523084099
OBBB,KAZ,primn,1964,12613.30626591823
OBBB,KAZ,primn,1965,12530.751763498301
OBBB,KAZ,primn,1966,12448.19703816692
OBBB,KAZ,primn,1967,12365.642066439792
OBBB,KAZ,primn,1968,12283.08687410472
OBBB,KAZ,primn,1969,12200.531437473732
OBBB,KAZ,primn,1970,12117.97578216715
OBBB,KAZ,primn,1971,12056.614664438512
OBBB,KAZ,primn,1972,11995.253319377389
OBBB,KAZ,primn,1973,11933.89184972491
OBBB,KAZ,primn,1974,11872.530211494173
OBBB,KAZ,primn,1975,11811.168318605876
OBBB,KAZ,primn,1976,11749.806296784081
OBBB,KAZ,primn,1977,11688.444080490472
OBBB,KAZ,primn,1978,11627.081665693651
OBBB,KAZ,primn,1979,11565.71911283736
OBBB,KAZ,primn,1980,11504.35629016054
OBBB,KAZ,primn,1981,11463.842847692966
OBBB,KAZ,primn,1982,11423.329176017945
OBBB,KAZ,primn,1983,11382.815257588012
OBBB,KAZ,primn,1984,11342.301060289308
OBBB,KAZ,primn,1985,11301.786658819688
OBBB,KAZ,primn,1986,11261.272033538846
OBBB,KAZ,primn,1987,11220.757132292963
OBBB,KAZ,primn,1988,11180.242006625367
OBBB,KAZ,primn,1989,11139.726684499063
OBBB,KAZ,primn,1990,11099.211078371332
OBBB,KAZ,primn,1991,10880.941409627796
OBBB,KAZ,primn,1992,10662.672752060618
OBBB,KAZ,primn,1993,10444.405119935625
OBBB,KAZ,primn,1994,10226.138507042622
OBBB,KAZ,primn,1995,10007.872921107899
OBBB,KAZ,primn,1996,9789.608398392775
OBBB,KAZ,primn,1997,9571.344895997207
OBBB,KAZ,primn,1998,9353.082416617563
OBBB,KAZ,primn,1999,9134.820969924112
OBBB,KAZ,primn,2000,8916.560548139645
OBBB,KAZ,primn,2001,8572.734676325563
OBBB,KAZ,primn,2002,8252.344177481138
OBBB,KAZ,primn,2003,8252.16687863522
OBBB,KAZ,primn,2004,8212.47521636861
OBBB,KAZ,primn,2005,8175.644580875618
OBBB,KAZ,primn,2006,8143.752947328988
OBBB,KAZ,primn,2007,8136.236195452868
OBBB,KAZ,primn,2008,8128.581544760236
OBBB,KAZ,primn,2009,7723.841745451786
OBBB,KAZ,primn,2010,7616.614427920224
OBBB,KAZ,primn,2011,7345.927624969551
OBBB,KAZ,primn,2012,7345.8346208658895
OBBB,KAZ,primn,2013,6975.772907058308
OBBB,KAZ,primn,2014,6975.535202932369
OBBB,KAZ,primn,2015,6975.250834864477
OBBB,KAZ,primn,2016,6891.728573014132
OBBB,KAZ,primn,2017,6809.647885334933
OBBB,KAZ,primn,2018,6728.951627117489
OBBB,KAZ,primn,2019,6649.593006471254
OBBB,KAZ,primn,2020,6569.342408514329
OBBB,KAZ,secdf,1961,1024.4588046391036
OBBB,KAZ,secdf,1962,1021.3469392538042
OBBB,KAZ,secdf,1963,1018.2348106323434
OBBB,KAZ,secdf,1964,1015.1274444124186
OBBB,KAZ,secdf,1965,1012.0243776655119
OBBB,KAZ,secdf,1966,1008.9179492213264
OBBB,KAZ,secdf,1967,1005.8085855867446
OBBB,KAZ,secdf,1968,1002.613255131963
OBBB,KAZ,secdf,1969,999.4175611152665
OBBB,KAZ,secdf,1970,996.2212356202697
OBBB,KAZ,secdf,1971,993.1143085192955
OBBB,KAZ,secdf,1972,990.0054999399572
OBBB,KAZ,secdf,1973,986.8964918686555
OBBB,KAZ,secdf,1974,983.7878331706249
OBBB,KAZ,secdf,1975,980.6791825013115
OBBB,KAZ,secdf,1976,977.5710647025375
OBBB,KAZ,secdf,1977,974.4619580519466
OBBB,KAZ,secdf,1978,971.3521034985495
OBBB,KAZ,secdf,1979,968.2408461514885
OBBB,KAZ,secdf,1980,965.1289036950648
OBBB,KAZ,secdf,1981,962.6666224632523
OBBB,KAZ,secdf,1982,960.2037239755864
OBBB,KAZ,secdf,1983,957.74060940664
OBBB,KAZ,secdf,1984,955.2773950185616
OBBB,KAZ,secdf,1985,952.8152052116664
OBBB,KAZ,secdf,1986,950.352979962879
OBBB,KAZ,secdf,1987,947.8911589967969
OBBB,KAZ,secdf,1988,945.4302918639809
OBBB,KAZ,secdf,1989,942.9693772868329
OBBB,KAZ,secdf,1990,940.5084165797646
OBBB,KAZ,secdf,1991,934.9809865799091
OBBB,KAZ,secdf,1992,929.4509843951158
OBBB,KAZ,secdf,1993,923.9132675137262
OBBB,KAZ,secdf,1994,918.3706476283478
OBBB,KAZ,secdf,1995,912.8223946404967
OBBB,KAZ,secdf,1996,907.2752792968762
OBBB,KAZ,secdf,1997,901.7272777942438
OBBB,KAZ,secdf,1998,896.1827739900948
OBBB,KAZ,secdf,1999,890.6368028420322
OBBB,KAZ,secdf,2000,885.0930634515013
OBBB,KAZ,secdf,2001,870.8778794974256
OBBB,KAZ,secdf,2002,857.5866151767393
OBBB,KAZ,secdf,2003,859.5647550011208
OBBB,KAZ,secdf,2004,857.1568100538354
OBBB,KAZ,secdf,2005,857.8160567864145
OBBB,KAZ,secdf,2006,855.818683611732
OBBB,KAZ,secdf,2007,855.105670354888
OBBB,KAZ,secdf,2008,854.35507002006
OBBB,KAZ,secdf,2009,837.559808475181
OBBB,KAZ,secdf,2010,831.5706102565939
OBBB,KAZ,secdf,2011,821.1991143868452
OBBB,KAZ,secdf,2012,855.3928488376141
OBBB,KAZ,secdf,2013,837.6568409725608
OBBB,KAZ,secdf,2014,843.0725954130191
OBBB,KAZ,secdf,2015,847.0473645138072
OBBB,KAZ,secdf,2016,855.7676003778085
OBBB,KAZ,secdf,2017,864.4928502383989
OBBB,KAZ,secdf,2018,873.2230056101068
OBBB,KAZ,secdf,2019,881.957885279004
OBBB,KAZ,secdf,2020,890.6973733561335
OBBB,KAZ,secdn,1961,1176.3413603972037
OBBB,KAZ,secdn,1962,1170.1130728814205
OBBB,KAZ,secdn,1963,1163.8850309380641
OBBB,KAZ,secdn,1964,1157.6572140703433
OBBB,KAZ,secdn,1965,1151.4296315332244
OBBB,KAZ,secdn,1966,1145.2022817249233
OBBB,KAZ,secdn,1967,1138.9751689911893
OBBB,KAZ,secdn,1968,1132.7482838467104
OBBB,KAZ,secdn,1969,1126.521631055673
OBBB,KAZ,secdn,1970,1120.2952106599225
OBBB,KAZ,secdn,1971,1114.2615550402438
OBBB,KAZ,secdn,1972,1108.2280813435686
OBBB,KAZ,secdn,1973,1102.194803236947
OBBB,KAZ,secdn,1974,1096.1617006212539
OBBB,KAZ,secdn,1975,1090.1287898235046
OBBB,KAZ,secdn,1976,1084.0960600701399
OBBB,KAZ,secdn,1977,1078.0635209417937
OBBB,KAZ,secdn,1978,1072.0311572995618
OBBB,KAZ,secdn,1979,1065.9989897640212
OBBB,KAZ,secdn,1980,1059.966998410818
OBBB,KAZ,secdn,1981,1058.7979409804386
OBBB,KAZ,secdn,1982,1057.6291330966378
OBBB,KAZ,secdn,1983,1056.4605405427699
OBBB,KAZ,secdn,1984,1055.2922146794679
OBBB,KAZ,secdn,1985,1054.124122626688
OBBB,KAZ,secdn,1986,1052.956271543351
OBBB,KAZ,secdn,1987,1051.7886481912756
OBBB,KAZ,secdn,1988,1050.6212673907417
OBBB,KAZ,secdn,1989,1049.4541275246743
OBBB,KAZ,secdn,1990,1048.2872207860878
OBBB,KAZ,secdn,1991,1037.5871191480987
OBBB,KAZ,secdn,1992,1026.8859892360128
OBBB,KAZ,secdn,1993,1016.1838139317404
OBBB,KAZ,secdn,1994,1005.4806163607813
OBBB,KAZ,secdn,1995,994.7763931958773
OBBB,KAZ,secdn,1996,984.0711365315692
OBBB,KAZ,secdn,1997,973.3648429744226
OBBB,KAZ,secdn,1998,962.6575292267125
OBBB,KAZ,secdn,1999,951.9491722308867
OBBB,KAZ,secdn,2000,941.2397902395945
OBBB,KAZ,secdn,2001,918.9019359232383
OBBB,KAZ,secdn,2002,892.3612799201749
OBBB,KAZ,secdn,2003,968.8653248998178
OBBB,KAZ,secdn,2004,967.9859070747655
OBBB,KAZ,secdn,2005,971.4560059679843
OBBB,KAZ,secdn,2006,971.7259826004671
OBBB,KAZ,secdn,2007,979.7928754809766
OBBB,KAZ,secdn,2008,987.5562956433257
OBBB,KAZ,secdn,2009,945.6129143366812
OBBB,KAZ,secdn,2010,945.2359280615717
OBBB,KAZ,secdn,2011,912.9500137588968
OBBB,KAZ,secdn,2012,1658.034266948686
OBBB,KAZ,secdn,2013,1552.7063312375876
OBBB,KAZ,secdn,2014,1676.6856026273622
OBBB,KAZ,secdn,2015,1762.8894904452395
OBBB,KAZ,secdn,2016,1810.1993587515997
OBBB,KAZ,secdn,2017,1856.2063735083339
OBBB,KAZ,secdn,2018,1900.9604095385305
OBBB,KAZ,secdn,2019,1944.6232509777924
OBBB,KAZ,secdn,2020,1992.5476084186946
OBBB,KAZ,pastr,1961,3997.0978020584794
OBBB,KAZ,pastr,1962,4066.998894829726
OBBB,KAZ,pastr,1963,4136.900012986896
OBBB,KAZ,pastr,1964,4206.801113541661
OBBB,KAZ,pastr,1965,4276.70219875418
OBBB,KAZ,pastr,1966,4346.603293167682
OBBB,KAZ,pastr,1967,4416.504368561118
OBBB,KAZ,pastr,1968,4486.405492368457
OBBB,KAZ,pastr,1969,4556.306596700984
OBBB,KAZ,pastr,1970,4626.207690093221
OBBB,KAZ,pastr,1971,4630.762422112578
OBBB,KAZ,pastr,1972,4635.3171259261635
OBBB,KAZ,pastr,1973,4639.8718435341125
OBBB,KAZ,pastr,1974,4644.426540337214
OBBB,KAZ,pastr,1975,4648.981276076542
OBBB,KAZ,pastr,1976,4653.535959191986
OBBB,KAZ,pastr,1977,4658.090683832838
OBBB,KAZ,pastr,1978,4662.645374837162
OBBB,KAZ,pastr,1979,4667.200091850655
OBBB,KAZ,pastr,1980,4671.75477661833
OBBB,KAZ,pastr,1981,4667.459169252367
OBBB,KAZ,pastr,1982,4663.163578832506
OBBB,KAZ,pastr,1983,4658.867966523799
OBBB,KAZ,pastr,1984,4654.572387812413
OBBB,KAZ,pastr,1985,4650.276787820176
OBBB,KAZ,pastr,1986,4645.98120811473
OBBB,KAZ,pastr,1987,4641.685618008267
OBBB,KAZ,pastr,1988,4637.390034095047
OBBB,KAZ,pastr,1989,4633.09441828578
OBBB,KAZ,pastr,1990,4628.798841120084
OBBB,KAZ,pastr,1991,4564.463606087004
OBBB,KAZ,pastr,1992,4500.12838613675
OBBB,KAZ,pastr,1993,4435.793189665903
OBBB,KAZ,pastr,1994,4371.457974784752
OBBB,KAZ,pastr,1995,4307.122751525045
OBBB,KAZ,pastr,1996,4242.787529939866
OBBB,KAZ,pastr,1997,4178.4523402791
OBBB,KAZ,pastr,1998,4114.117112312052
OBBB,KAZ,pastr,1999,4049.7819132019517
OBBB,KAZ,pastr,2000,3985.446685547152
OBBB,KAZ,pastr,2001,3974.2532029957465
OBBB,KAZ,pastr,2002,3970.8703998889046
OBBB,KAZ,pastr,2003,3962.7269826864313
OBBB,KAZ,pastr,2004,3956.7519827924452
OBBB,KAZ,pastr,2005,3951.2827506217727
OBBB,KAZ,pastr,2006,3935.182020532326
OBBB,KAZ,pastr,2007,3917.358251602619
OBBB,KAZ,pastr,2008,3908.1395241335936
OBBB,KAZ,pastr,2009,3890.595200587942
OBBB,KAZ,pastr,2010,3872.610078232284
OBBB,KAZ,pastr,2011,3869.264917549158
OBBB,KAZ,pastr,2012,3868.2739519867923
OBBB,KAZ,pastr,2013,3864.25404987934
OBBB,KAZ,pastr,2014,3909.7071299379304
OBBB,KAZ,pastr,2015,3945.8763553744056
OBBB,KAZ,pastr,2016,3945.248776689389
OBBB,KAZ,pastr,2017,3944.807610346913
OBBB,KAZ,pastr,2018,3944.544879793145
OBBB,KAZ,pastr,2019,3944.4530272790676
OBBB,KAZ,pastr,2020,3944.524775017472
OBBB,KAZ,range,1961,30363.86214654856
OBBB,KAZ,range,1962,30437.504623272067
OBBB,KAZ,range,1963,30511.147127849836
OBBB,KAZ,range,1964,30584.789636588288
OBBB,KAZ,range,1965,30658.432149900404
OBBB,KAZ,range,1966,30732.074654477048
OBBB,KAZ,range,1967,30805.71717663742
OBBB,KAZ,range,1968,30879.359647783993
OBBB,KAZ,range,1969,30953.002134022972
OBBB,KAZ,range,1970,31026.644662110437
OBBB,KAZ,range,1971,31104.297066254494
OBBB,KAZ,range,1972,31181.949434602255
OBBB,KAZ,range,1973,31259.60174664242
OBBB,KAZ,range,1974,31337.25408965497
OBBB,KAZ,range,1975,31414.906502805934
OBBB,KAZ,range,1976,31492.558773003955
OBBB,KAZ,range,1977,31570.211132237055
OBBB,KAZ,range,1978,31647.863537774916
OBBB,KAZ,range,1979,31725.515811698722
OBBB,KAZ,range,1980,31803.168208033378
OBBB,KAZ,range,1981,31871.147528249025
OBBB,KAZ,range,1982,31939.12685888062
OBBB,KAZ,range,1983,32007.106228071993
OBBB,KAZ,range,1984,32075.085527381765
OBBB,KAZ,range,1985,32143.064865080385
OBBB,KAZ,range,1986,32211.0441669173
OBBB,KAZ,range,1987,32279.023537039768
OBBB,KAZ,range,1988,32347.00282956685
OBBB,KAZ,range,1989,32414.98214752478
OBBB,KAZ,range,1990,32482.961476437522
OBBB,KAZ,range,1991,32949.58789103386
OBBB,KAZ,range,1992,33416.214344385924
OBBB,KAZ,range,1993,33882.840718055966
OBBB,KAZ,range,1994,34349.46719478735
OBBB,KAZ,range,1995,34816.0936423318
OBBB,KAZ,range,1996,35282.720108585796
OBBB,KAZ,range,1997,35749.34654353971
OBBB,KAZ,range,1998,36215.97294694268
OBBB,KAZ,range,1999,36682.5994058698
OBBB,KAZ,range,2000,37149.22582446629
OBBB,KAZ,range,2001,37139.38420748584
OBBB,KAZ,range,2002,37143.18593153193
OBBB,KAZ,range,2003,37153.770395921885
OBBB,KAZ,range,2004,37159.888500139394
OBBB,KAZ,range,2005,37168.61474896314
OBBB,KAZ,range,2006,37184.30054548972
OBBB,KAZ,range,2007,37201.514045497475
OBBB,KAZ,range,2008,37210.01526483343
OBBB,KAZ,range,2009,37226.590850186454
OBBB,KAZ,range,2010,37250.648877965126
OBBB,KAZ,range,2011,37252.23930330179
OBBB,KAZ,range,2012,37253.41718883126
OBBB,KAZ,range,2013,37259.8052459876
OBBB,KAZ,range,2014,37215.7256544343
OBBB,KAZ,range,2015,37179.505623803445
OBBB,KAZ,range,2016,37278.25015105832
OBBB,KAZ,range,2017,37376.65714715892
OBBB,KAZ,range,2018,37474.7411313835
OBBB,KAZ,range,2019,37572.51575685007
OBBB,KAZ,range,2020,37669.99702858989
OBBB,KAZ,urban,1961,41.595958482403105
OBBB,KAZ,urban,1962,42.7280555282229
OBBB,KAZ,urban,1963,43.86015308238116
OBBB,KAZ,urban,1964,44.99225029485621
OBBB,KAZ,urban,1965,46.12434768688476
OBBB,KAZ,urban,1966,47.256445060396985
OBBB,KAZ,urban,1967,48.38854187463632
OBBB,KAZ,urban,1968,49.52064025646524
OBBB,KAZ,urban,1969,50.65273711114209
OBBB,KAZ,urban,1970,51.78483511975988
OBBB,KAZ,urban,1971,52.751306831801585
OBBB,KAZ,urban,1972,53.71777890014586
OBBB,KAZ,urban,1973,54.684250627424866
OBBB,KAZ,urban,1974,55.65072292325942
OBBB,KAZ,urban,1975,56.61719479673552
OBBB,KAZ,urban,1976,57.58366669965003
OBBB,KAZ,urban,1977,58.55013871943593
OBBB,KAZ,urban,1978,59.516610893156624
OBBB,KAZ,urban,1979,60.48308203958668
OBBB,KAZ,urban,1980,61.449554447343836
OBBB,KAZ,urban,1981,62.501873837908775
OBBB,KAZ,urban,1982,63.554192376140726
OBBB,KAZ,urban,1983,64.60651215841429
OBBB,KAZ,urban,1984,65.65883057024492
OBBB,KAZ,urban,1985,66.7111507909145
OBBB,KAZ,urban,1986,67.76346964659167
OBBB,KAZ,urban,1987,68.81578878245028
OBBB,KAZ,urban,1988,69.86810688874928
OBBB,KAZ,urban,1989,70.92042649916417
OBBB,KAZ,urban,1990,71.97274508707468
OBBB,KAZ,urban,1991,71.48821644012673
OBBB,KAZ,urban,1992,71.0036876107823
OBBB,KAZ,urban,1993,70.51915903342766
OBBB,KAZ,urban,1994,70.03462949194319
OBBB,KAZ,urban,1995,69.55010110907405
OBBB,KAZ,urban,1996,69.06557158713551
OBBB,KAZ,urban,1997,68.58104247483264
OBBB,KAZ,urban,1998,68.0965131738229
OBBB,KAZ,urban,1999,67.61198512376079
OBBB,KAZ,urban,2000,67.12745573436794
OBBB,KAZ,urban,2001,68.34519249634758
OBBB,KAZ,urban,2002,69.58600030928177
OBBB,KAZ,urban,2003,70.87034481796765
OBBB,KAZ,urban,2004,72.12291602188483
OBBB,KAZ,urban,2005,73.40504695915924
OBBB,KAZ,urban,2006,74.71965178977007
OBBB,KAZ,urban,2007,76.05013736987782
OBBB,KAZ,urban,2008,77.36339965982003
OBBB,KAZ,urban,2009,78.68895166520964
OBBB,KAZ,urban,2010,80.0299822403691
OBBB,KAZ,urban,2011,82.24785150087473
OBBB,KAZ,urban,2012,84.49840077743548
OBBB,KAZ,urban,2013,86.7013437506291
OBBB,KAZ,urban,2014,88.71610375956632
OBBB,KAZ,urban,2015,90.91679594133987
OBBB,KAZ,urban,2016,92.83766490862926
OBBB,KAZ,urban,2017,94.75951183865455
OBBB,KAZ,urban,2018,96.68232598373508
OBBB,KAZ,urban,2019,98.606096548686
OBBB,KAZ,urban,2020,100.53076111748257
OBBB,KAZ,c3ann,1961,17641.767692788075
OBBB,KAZ,c3ann,1962,17591.683878328997
OBBB,KAZ,c3ann,1963,17541.599905279083
OBBB,KAZ,c3ann,1964,17491.516031780386
OBBB,KAZ,c3ann,1965,17441.432177982846
OBBB,KAZ,c3ann,1966,17391.34825197515
OBBB,KAZ,c3ann,1967,17341.264415136153
OBBB,KAZ,c3ann,1968,17291.180495717424
OBBB,KAZ,c3ann,1969,17241.096656181013
OBBB,KAZ,c3ann,1970,17191.01276599924
OBBB,KAZ,c3ann,1971,17180.058943837044
OBBB,KAZ,c3ann,1972,17169.105215430325
OBBB,KAZ,c3ann,1973,17158.15146536878
OBBB,KAZ,c3ann,1974,17147.19768901959
OBBB,KAZ,c3ann,1975,17136.243904923725
OBBB,KAZ,c3ann,1976,17125.290161113673
OBBB,KAZ,c3ann,1977,17114.33642227493
OBBB,KAZ,c3ann,1978,17103.382645619804
OBBB,KAZ,c3ann,1979,17092.428864900787
OBBB,KAZ,c3ann,1980,17081.475164802825
OBBB,KAZ,c3ann,1981,17062.38674099221
OBBB,KAZ,c3ann,1982,17043.298333503328
OBBB,KAZ,c3ann,1983,17024.209946125353
OBBB,KAZ,c3ann,1984,17005.121519745608
OBBB,KAZ,c3ann,1985,16986.03308661085
OBBB,KAZ,c3ann,1986,16966.944689294713
OBBB,KAZ,c3ann,1987,16947.85626605221
OBBB,KAZ,c3ann,1988,16928.76787174276
OBBB,KAZ,c3ann,1989,16909.67943428931
OBBB,KAZ,c3ann,1990,16890.591010860862
OBBB,KAZ,c3ann,1991,16729.565423728687
OBBB,KAZ,c3ann,1992,16568.539752368804
OBBB,KAZ,c3ann,1993,16407.514141599488
OBBB,KAZ,c3ann,1994,16246.488431935024
OBBB,KAZ,c3ann,1995,16085.462791376081
OBBB,KAZ,c3ann,1996,15924.437133778829
OBBB,KAZ,c3ann,1997,15763.411485713557
OBBB,KAZ,c3ann,1998,15602.385845582021
OBBB,KAZ,c3ann,1999,15441.360188611143
OBBB,KAZ,c3ann,2000,15280.334564393555
OBBB,KAZ,c3ann,2001,15680.252919122446
OBBB,KAZ,c3ann,2002,16038.680230605092
OBBB,KAZ,c3ann,2003,15957.893143810183
OBBB,KAZ,c3ann,2004,15999.782594495025
OBBB,KAZ,c3ann,2005,16027.05501744855
OBBB,KAZ,c3ann,2006,16060.050357753027
OBBB,KAZ,c3ann,2007,16059.792467711075
OBBB,KAZ,c3ann,2008,16060.09148931971
OBBB,KAZ,c3ann,2009,16522.731115679762
OBBB,KAZ,c3ann,2010,16630.26007367904
OBBB,KAZ,c3ann,2011,16942.191020917828
OBBB,KAZ,c3ann,2012,16169.357808347067
OBBB,KAZ,c3ann,2013,16657.34978328955
OBBB,KAZ,c3ann,2014,16526.428727000333
OBBB,KAZ,c3ann,2015,16435.40682701595
OBBB,KAZ,c3ann,2016,16364.28876969068
OBBB,KAZ,c3ann,2017,16293.176077862323
OBBB,KAZ,c3ann,2018,16222.069694273368
OBBB,KAZ,c3ann,2019,16150.85236264853
OBBB,KAZ,c3ann,2020,16076.502860103812
OBBB,KAZ,c3per,1961,6.343822136620192
OBBB,KAZ,c3per,1962,6.322442485117757
OBBB,KAZ,c3per,1963,6.301062851001868
OBBB,KAZ,c3per,1964,6.27968322542287
OBBB,KAZ,c3per,1965,6.258303585324297
OBBB,KAZ,c3per,1966,6.236923943454611
OBBB,KAZ,c3per,1967,6.215544286314221
OBBB,KAZ,c3per,1968,6.194164665094042
OBBB,KAZ,c3per,1969,6.172785024823191
OBBB,KAZ,c3per,1970,6.1514053871711765
OBBB,KAZ,c3per,1971,6.144701494565854
OBBB,KAZ,c3per,1972,6.137997607366225
OBBB,KAZ,c3per,1973,6.131293739102224
OBBB,KAZ,c3per,1974,6.12458978421868
OBBB,KAZ,c3per,1975,6.1178859178954195
OBBB,KAZ,c3per,1976,6.111182043523526
OBBB,KAZ,c3per,1977,6.104478172582594
OBBB,KAZ,c3per,1978,6.097774257231407
OBBB,KAZ,c3per,1979,6.091070388424625
OBBB,KAZ,c3per,1980,6.084366461840048
OBBB,KAZ,c3per,1981,6.0795674510368025
OBBB,KAZ,c3per,1982,6.07476843652229
OBBB,KAZ,c3per,1983,6.069969412171411
OBBB,KAZ,c3per,1984,6.065170435360707
OBBB,KAZ,c3per,1985,6.060371404329783
OBBB,KAZ,c3per,1986,6.055572372552126
OBBB,KAZ,c3per,1987,6.0507733974899285
OBBB,KAZ,c3per,1988,6.045974386681006
OBBB,KAZ,c3per,1989,6.041175338045232
OBBB,KAZ,c3per,1990,6.036376299409911
OBBB,KAZ,c3per,1991,5.982474286708952
OBBB,KAZ,c3per,1992,5.928572264195062
OBBB,KAZ,c3per,1993,5.874670254084515
OBBB,KAZ,c3per,1994,5.820768223915287
OBBB,KAZ,c3per,1995,5.766866225056576
OBBB,KAZ,c3per,1996,5.712964193436862
OBBB,KAZ,c3per,1997,5.659062150489076
OBBB,KAZ,c3per,1998,5.605160151735462
OBBB,KAZ,c3per,1999,5.551258103584412
OBBB,KAZ,c3per,2000,5.497356082351413
OBBB,KAZ,c3per,2001,5.607520383819849
OBBB,KAZ,c3per,2002,5.71078068072098
OBBB,KAZ,c3per,2003,5.676737711969938
OBBB,KAZ,c3per,2004,5.694349636970334
OBBB,KAZ,c3per,2005,5.75217988436137
OBBB,KAZ,c3per,2006,5.759473816446077
OBBB,KAZ,c3per,2007,5.745341411629843
OBBB,KAZ,c3per,2008,5.74402819022462
OBBB,KAZ,c3per,2009,5.886647970689507
OBBB,KAZ,c3per,2010,5.894678689691526
OBBB,KAZ,c3per,2011,6.001102757110025
OBBB,KAZ,c3per,2012,5.7634364849485005
OBBB,KAZ,c3per,2013,5.906746331496
OBBB,KAZ,c3per,2014,5.862910276638173
OBBB,KAZ,c3per,2015,5.835462075174485
OBBB,KAZ,c3per,2016,5.7415056122336185
OBBB,KAZ,c3per,2017,5.647564368393225
OBBB,KAZ,c3per,2018,5.553652501488851
OBBB,KAZ,c3per,2019,5.459973510372499
OBBB,KAZ,c3per,2020,5.373514296543543
OBBB,KAZ,c4ann,1961,199.23670879131882
OBBB,KAZ,c4ann,1962,198.65583004149406
OBBB,KAZ,c4ann,1963,198.07495130779847
OBBB,KAZ,c4ann,1964,197.49407215041845
OBBB,KAZ,c4ann,1965,196.9131930637024
OBBB,KAZ,c4ann,1966,196.33231430468146
OBBB,KAZ,c4ann,1967,195.75143567823724
OBBB,KAZ,c4ann,1968,195.17055631899746
OBBB,KAZ,c4ann,1969,194.58967771595496
OBBB,KAZ,c4ann,1970,194.00879836535515
OBBB,KAZ,c4ann,1971,193.87108526302296
OBBB,KAZ,c4ann,1972,193.73337202755266
OBBB,KAZ,c4ann,1973,193.59565888964718
OBBB,KAZ,c4ann,1974,193.45794636834168
OBBB,KAZ,c4ann,1975,193.32023297926682
OBBB,KAZ,c4ann,1976,193.18252026780985
OBBB,KAZ,c4ann,1977,193.04480687094537
OBBB,KAZ,c4ann,1978,192.9070941987088
OBBB,KAZ,c4ann,1979,192.76938130825985
OBBB,KAZ,c4ann,1980,192.63166811757736
OBBB,KAZ,c4ann,1981,192.40551312828237
OBBB,KAZ,c4ann,1982,192.1793583635512
OBBB,KAZ,c4ann,1983,191.95320341383774
OBBB,KAZ,c4ann,1984,191.72704857712728
OBBB,KAZ,c4ann,1985,191.50089350908388
OBBB,KAZ,c4ann,1986,191.27473843911017
OBBB,KAZ,c4ann,1987,191.04858333201395
OBBB,KAZ,c4ann,1988,190.8224285736688
OBBB,KAZ,c4ann,1989,190.59627363765279
OBBB,KAZ,c4ann,1990,190.370118070343
OBBB,KAZ,c4ann,1991,188.56055724055187
OBBB,KAZ,c4ann,1992,186.75099639327237
OBBB,KAZ,c4ann,1993,184.94143467084092
OBBB,KAZ,c4ann,1994,183.13187261528384
OBBB,KAZ,c4ann,1995,181.3223119882171
OBBB,KAZ,c4ann,1996,179.51275076249283
OBBB,KAZ,c4ann,1997,177.70318937917688
OBBB,KAZ,c4ann,1998,175.89362829598363
OBBB,KAZ,c4ann,1999,174.0840666459312
OBBB,KAZ,c4ann,2000,172.274505478321
OBBB,KAZ,c4ann,2001,176.2394011149046
OBBB,KAZ,c4ann,2002,179.89348167108258
OBBB,KAZ,c4ann,2003,178.94399481749346
OBBB,KAZ,c4ann,2004,179.3266903739929
OBBB,KAZ,c4ann,2005,180.24452568869282
OBBB,KAZ,c4ann,2006,180.54960925079237
OBBB,KAZ,c4ann,2007,180.526701591037
OBBB,KAZ,c4ann,2008,180.52577464114168
OBBB,KAZ,c4ann,2009,185.31510093630177
OBBB,KAZ,c4ann,2010,185.95661296215317
OBBB,KAZ,c4ann,2011,189.4257843947998
OBBB,KAZ,c4ann,2012,181.39232164524813
OBBB,KAZ,c4ann,2013,186.32298175552984
OBBB,KAZ,c4ann,2014,184.90567948540988
OBBB,KAZ,c4ann,2015,183.96867519349416
OBBB,KAZ,c4ann,2016,182.83666892226333
OBBB,KAZ,c4ann,2017,181.7048258017624
OBBB,KAZ,c4ann,2018,180.57317976695657
OBBB,KAZ,c4ann,2019,179.4377869751413
OBBB,KAZ,c4ann,2020,178.18204105086352
OBBB,KAZ,c3nfx,1961,17.57344908976234
OBBB,KAZ,c3nfx,1962,17.51528860981848
OBBB,KAZ,c3nfx,1963,17.45712798343644
OBBB,KAZ,c3nfx,1964,17.39896744131523
OBBB,KAZ,c3nfx,1965,17.34080687213645
OBBB,KAZ,c3nfx,1966,17.282646406280456
OBBB,KAZ,c3nfx,1967,17.224485883559332
OBBB,KAZ,c3nfx,1968,17.166325362198172
OBBB,KAZ,c3nfx,1969,17.108164819978263
OBBB,KAZ,c3nfx,1970,17.050004207235933
OBBB,KAZ,c3nfx,1971,17.03211597475522
OBBB,KAZ,c3nfx,1972,17.014227914222516
OBBB,KAZ,c3nfx,1973,16.996339673243398
OBBB,KAZ,c3nfx,1974,16.978451385579216
OBBB,KAZ,c3nfx,1975,16.960563308779438
OBBB,KAZ,c3nfx,1976,16.94267511726141
OBBB,KAZ,c3nfx,1977,16.92478693919736
OBBB,KAZ,c3nfx,1978,16.90689884136865
OBBB,KAZ,c3nfx,1979,16.889010584582472
OBBB,KAZ,c3nfx,1980,16.87112236312649
OBBB,KAZ,c3nfx,1981,16.847656591018264
OBBB,KAZ,c3nfx,1982,16.82419068268982
