variable,basin,year,area
basin_forest,NAM_ORAN,2005,1825.7237951433417
basin_forest,MOZ_LIMP,2005,67.88331469006953
basin_forest,ARG_LAPL,2005,5493.308221088079
basin_forest,ZAF_LIMP,2005,65.00577012447333
basin_forest,ZAF_SASC,2005,247.09659581046012
basin_forest,ZAF_ORAN,2005,202.09121322602056
basin_forest,AUS_MRDA,2005,1166.677760762656
basin_forest,ARG_SGRN,2005,35.77006005281114
basin_forest,SWZ_SASC,2005,0.0
basin_forest,ARG_SACC,2005,0.0
basin_forest,AUS_ASCO,2005,0.0
basin_forest,ZAF_SAWC,2005,55.72437265841211
basin_forest,LSO_ORAN,2005,91.37505259659939
basin_forest,URY_LAPL,2005,1426.9104003432562
basin_forest,URY_UBSA,2005,646.4764082629016
basin_forest,ARG_PAMP,2005,0.0
basin_forest,CHL_SCPA,2005,15877.459863104199
basin_forest,ARG_NASA,2005,115.28442440870151
basin_forest,NZL_NZLZ,2005,12632.922661401877
basin_forest,ARG_NEGR,2005,692.6618456073975
basin_forest,ARG_SASS,2005,1086.590708621964
basin_forest,ZAF_ANTC,2005,0.0
basin_forest,NOR_ANTC,2005,0.0
basin_forest,AUS_NZLZ,2005,0.0
basin_forest,GRL_AOIS,2010,0.0
basin_forest,CAN_NWTT,2010,42280.55778961282
basin_forest,RUS_SNCO,2010,133113.75654909585
basin_forest,NOR_SNCC,2010,22594.944228203964
basin_forest,RUS_SWCO,2010,79058.04844364409
basin_forest,RUS_LENA,2010,107757.25187121634
basin_forest,RUS_YENS,2010,172088.94003415783
basin_forest,USA_PACA,2010,100640.58394478857
basin_forest,CAN_PACA,2010,46163.4125813534
basin_forest,FIN_SNCC,2010,1462.191322286956
basin_forest,SWE_SWED,2010,31396.61779071737
basin_forest,NOR_SWED,2010,412.1354963233007
basin_forest,CAN_MACK,2010,137497.193227212
basin_forest,FIN_SWED,2010,1059.6111690680746
basin_forest,FIN_FINL,2010,9732.336109196272
basin_forest,RUS_VOLG,2010,118964.20788718323
basin_forest,RUS_OBBB,2010,140452.3752758206
basin_forest,ISL_ICEL,2010,6191.157296593222
basin_forest,RUS_PACA,2010,0.0
basin_forest,CAN_HBCO,2010,147304.1678857702
basin_forest,FRO_SCTD,2010,0.0
basin_forest,GBR_SCTD,2010,2174.079293701711
basin_forest,CAN_AOSB,2010,41353.26619801915
basin_forest,EST_BSCC,2010,227.74901235127163
basin_forest,EST_NARV,2010,228.58989545159432
basin_forest,LVA_BSCC,2010,392.55174529739054
basin_forest,DNK_DGCO,2010,426.01541083048306
basin_forest,LVA_DAUG,2010,677.6235822776719
basin_forest,CAN_SNEL,2010,43499.36295680375
basin_forest,LTU_BSCC,2010,0.0
basin_forest,LTU_NEMA,2010,582.8181050092479
basin_forest,BLR_DAUG,2010,192.26072616697746
basin_forest,IRL_IREL,2010,2839.1457050945864
basin_forest,GBR_IREL,2010,96.21608062711373
basin_forest,GBR_EAWC,2010,1512.0732094591738
basin_forest,BLR_NEMA,2010,138.4425653015411
basin_forest,BLR_DNIP,2010,473.49486442356954
basin_forest,RUS_AMUR,2010,79167.62396794354
basin_forest,DEU_DGCO,2010,99.45126967180829
basin_forest,POL_PLCO,2010,252.73734153864314
basin_forest,KAZ_OBBB,2010,1240.7732379535228
basin_forest,POL_WISL,2010,179.97869688295515
basin_forest,NLD_RHIN,2010,205.4756127066665
basin_forest,DEU_EWES,2010,356.90701434062083
basin_forest,DEU_ELBE,2010,66.98666024859479
basin_forest,POL_ODER,2010,42.85903148923717
basin_forest,CAN_STLA,2010,57173.80177360732
basin_forest,CHN_AMUR,2010,43199.045155677755
basin_forest,UKR_DNIP,2010,53.689399220385766
basin_forest,NLD_SCHE,2010,38.33791890705433
basin_forest,DEU_RHIN,2010,1350.5795463196048
basin_forest,UKR_DNIE,2010,446.2897036766695
basin_forest,KAZ_SYRD,2010,0.0
basin_forest,FRA_FWCX,2010,632.3253313523646
basin_forest,NLD_MAAS,2010,1.2276555207628326
basin_forest,KAZ_CSPC,2010,84.43143394132002
basin_forest,MNG_YENS,2010,2994.386695884269
basin_forest,BEL_SCHE,2010,0.0
basin_forest,FRA_SEIN,2010,863.0854149934746
basin_forest,BEL_MAAS,2010,0.0
basin_forest,LUX_RHIN,2010,127.43561293500149
basin_forest,CZE_ELBE,2010,122.95454897715062
basin_forest,UKR_DONN,2010,2.242938816145728
basin_forest,MNG_GOBI,2010,3360.8028130623597
basin_forest,CZE_ODER,2010,5.6265957187602735
basin_forest,SVK_DANU,2010,2174.110467092188
basin_forest,MNG_AMUR,2010,1417.2883985656745
basin_forest,USA_MSMM,2010,78172.82272466847
