region,year,type,region_value,basin_value,diff_region-basin,area,diff/area
CAF_CONG,2050,CL,971.996,855.126,116.870,40597.646,0.003
COL_ORIN,2050,CL,867.225,562.445,304.780,34746.068,0.009
GHA_AFWC,2050,CL,832.989,2128.507,-1295.518,7234.379,-0.179
MYS_NBCO,2050,CL,3085.576,2639.431,446.145,19659.724,0.023
COL_CEPC,2050,CL,158.620,312.585,-153.964,7698.418,-0.020
NGA_GFGU,2050,CL,2009.107,1053.476,955.631,6128.729,0.156
CMR_GFGU,2050,CL,1204.072,3706.254,-2502.182,23588.939,-0.106
SUR_NESO,2050,CL,260.568,90.266,170.302,14581.844,0.012
MYS_PMAL,2050,CL,3613.675,2957.433,656.242,13142.932,0.050
FRA_NESO,2050,CL,701.002,1.253,699.749,8345.313,0.084
IDN_SUMA,2050,CL,13745.650,12342.193,1403.457,46892.436,0.030
CMR_CONG,2050,CL,146.443,824.951,-678.507,9497.949,-0.071
COD_CONG,2050,CL,5149.457,8497.741,-3348.284,233541.523,-0.014
GUY_AMAZ,2050,CL,4.722,11.012,-6.290,1305.790,-0.005
IDN_KALI,2050,CL,6175.664,9014.625,-2838.961,53734.206,-0.053
IDN_SULA,2050,CL,4769.047,4494.067,274.979,25746.876,0.011
BRA_AMAZ,2050,CL,11353.364,10453.157,900.207,385138.396,0.002
UGA_NILE,2050,CL,9634.399,7557.393,2077.006,24293.848,0.085
KEN_RIFT,2050,CL,920.703,556.730,363.973,12956.892,0.028
KEN_SHJU,2050,CL,1169.288,409.941,759.347,21031.233,0.036
COG_CONG,2050,CL,825.676,332.937,492.738,24983.831,0.020
COL_AMAZ,2050,CL,324.950,255.931,69.019,34076.965,0.002
GAB_GFGU,2050,CL,1174.247,363.282,810.964,26074.556,0.031
COG_GFGU,2050,CL,261.879,147.339,114.540,9662.056,0.012
ECU_CEPC,2050,CL,1674.675,1934.081,-259.406,12461.515,-0.021
ECU_AMAZ,2050,CL,352.901,451.275,-98.373,13076.734,-0.008
KEN_NILE,2050,CL,867.789,1180.079,-312.290,5093.740,-0.061
PER_AMAZ,2050,CL,3401.589,1827.852,1573.737,96450.595,0.016
KEN_AECC,2050,CL,1275.973,1968.441,-692.468,19405.810,-0.036
IDN_IRJA,2050,CL,2438.301,6281.268,-3842.967,40730.385,-0.094
BRA_TOCA,2050,CL,6873.629,12631.042,-5757.413,118629.377,-0.049
RWA_NILE,2050,CL,581.563,299.571,281.992,2074.016,0.136
TZA_NILE,2050,CL,1059.950,3006.050,-1946.100,11961.375,-0.163
PNG_PNGC,2050,CL,1595.808,651.676,944.132,28428.589,0.033
TZA_RIFT,2050,CL,2210.776,4414.555,-2203.779,17833.547,-0.124
RWA_CONG,2050,CL,8.985,75.684,-66.699,468.211,-0.142
TZA_AECC,2050,CL,3064.453,12938.909,-9874.456,48338.390,-0.204
BRA_SAOF,2050,CL,11138.108,11830.248,-692.140,125668.880,-0.006
PNG_IRJA,2050,CL,171.239,62.285,108.954,3891.543,0.028
PER_PERU,2050,CL,719.773,1901.862,-1182.089,32970.187,-0.036
BDI_NILE,2050,CL,277.566,566.021,-288.456,1347.936,-0.214
TZA_CONG,2050,CL,1213.024,4175.669,-2962.645,16395.698,-0.181
PNG_SEPI,2050,CL,550.259,211.038,339.221,7702.999,0.044
IDN_JATI,2050,CL,7817.450,4256.434,3561.015,20175.474,0.177
AGO_CONG,2050,CL,639.688,411.646,228.042,30296.561,0.008
PNG_FLYY,2050,CL,170.066,45.364,124.702,6222.042,0.020
AGO_ANGC,2050,CL,3503.656,1754.692,1748.964,48626.611,0.036
SLB_SOLI,2050,CL,420.623,55.357,365.266,2160.195,0.169
ZMB_CONG,2050,CL,922.645,690.484,232.161,17676.266,0.013
TLS_JATI,2050,CL,171.790,179.516,-7.726,1503.074,-0.005
BRA_UBSA,2050,CL,11015.533,10883.708,131.825,79015.913,0.002
ZMB_ZAMB,2050,CL,3841.394,3347.492,493.903,57794.948,0.009
BOL_AMAZ,2050,CL,4500.543,3185.465,1315.078,71622.445,0.018
MWI_ZAMB,2050,CL,1380.036,3173.818,-1793.782,11180.124,-0.160
MOZ_AECC,2050,CL,1313.005,4778.964,-3465.958,36552.309,-0.095
AUS_AUNC,2050,CL,2078.475,713.815,1364.661,168767.757,0.008
AGO_ZAMB,2050,CL,811.247,497.120,314.127,25466.101,0.012
MDG_MADA,2050,CL,5748.497,5289.699,458.798,59206.898,0.008
AGO_ASII,2050,CL,614.512,537.653,76.859,20460.847,0.004
MOZ_ZAMB,2050,CL,689.609,749.156,-59.547,15820.701,-0.004
BRA_LAPL,2050,CL,33821.591,30623.560,3198.031,141849.916,0.023
MWI_AECC,2050,CL,26.472,147.806,-121.334,800.728,-0.152
BOL_LPUN,2050,CL,30.969,107.771,-76.802,15286.927,-0.005
ZWE_ZAMB,2050,CL,1877.546,1902.985,-25.438,21250.791,-0.001
BOL_LAPL,2050,CL,1100.659,523.297,577.362,22133.395,0.026
NAM_NAMC,2050,CL,47.598,16.171,31.427,27526.204,0.001
AUS_AINT,2050,CL,1037.098,468.618,568.479,305459.066,0.002
NAM_ASII,2050,CL,239.041,190.259,48.782,30705.137,0.002
AUS_AEAC,2050,CL,3955.313,8724.300,-4768.987,79897.870,-0.060
CHL_NCHI,2050,CL,196.033,234.073,-38.040,26604.498,-0.001
ZWE_AIOC,2050,CL,730.233,1076.801,-346.567,8942.306,-0.039
MOZ_AIOC,2050,CL,372.038,1455.532,-1083.494,15424.007,-0.070
BWA_ASII,2050,CL,206.532,46.575,159.957,34631.650,0.005
BWA_ORAN,2050,CL,198.988,4.518,194.470,15326.708,0.013
PRY_LAPL,2050,CL,4301.915,3997.214,304.701,40086.756,0.008
ZWE_ASII,2050,CL,52.008,81.713,-29.705,2570.627,-0.012
AUS_AWEC,2050,CL,7716.701,4666.566,3050.135,73711.903,0.041
ZWE_LIMP,2050,CL,449.813,384.932,64.882,6288.494,0.010
BWA_LIMP,2050,CL,57.959,64.612,-6.653,8090.474,-0.001
NAM_ORAN,2050,CL,31.449,3.865,27.584,24213.193,0.001
MOZ_LIMP,2050,CL,307.148,868.162,-561.014,11240.950,-0.050
ARG_LAPL,2050,CL,13184.429,20889.275,-7704.846,92805.167,-0.083
ZAF_LIMP,2050,CL,1935.561,948.710,986.851,18338.335,0.054
ZAF_SASC,2050,CL,4368.683,2263.648,2105.035,35794.136,0.059
ZAF_ORAN,2050,CL,6983.476,1780.325,5203.152,57809.045,0.090
AUS_MRDA,2050,CL,11089.425,11657.100,-567.674,92910.764,-0.006
ARG_SGRN,2050,CL,3501.289,3860.781,-359.492,30720.264,-0.012
SWZ_SASC,2050,CL,99.248,132.562,-33.314,1713.839,-0.019
ARG_SACC,2050,CL,435.700,562.152,-126.453,37537.518,-0.003
AUS_ASCO,2050,CL,2229.970,2647.830,-417.860,48816.736,-0.009
ZAF_SAWC,2050,CL,896.505,528.875,367.630,10151.706,0.036
LSO_ORAN,2050,CL,121.345,86.519,34.826,3014.536,0.012
URY_LAPL,2050,CL,976.255,1034.670,-58.415,13908.538,-0.004
URY_UBSA,2050,CL,148.599,237.614,-89.015,3807.556,-0.023
ARG_PAMP,2050,CL,6431.816,5976.619,455.197,17558.019,0.026
CHL_SCPA,2050,CL,1806.427,1050.295,756.132,39825.862,0.019
ARG_NASA,2050,CL,5860.037,8185.653,-2325.616,22300.873,-0.104
NZL_NZLZ,2050,CL,795.979,465.696,330.283,26261.458,0.013
ARG_NEGR,2050,CL,122.289,132.776,-10.487,28294.956,-0.000
ARG_SASS,2050,CL,54.159,31.390,22.769,49137.835,0.000
CAN_NWTT,2100,CL,1414.689,831.530,583.160,296949.745,0.002
NOR_SNCC,2100,CL,551.930,1068.743,-516.813,35255.967,-0.015
RUS_LENA,2100,CL,5093.638,6.124,5087.514,240158.124,0.021
RUS_YENS,2100,CL,9213.655,2686.397,6527.257,223541.776,0.029
SWE_SWED,2100,CL,1325.893,2478.513,-1152.620,44167.920,-0.026
NOR_SWED,2100,CL,1.775,10.745,-8.970,1816.664,-0.005
CAN_MACK,2100,CL,4950.622,3540.360,1410.262,198669.441,0.007
FIN_FINL,2100,CL,367.675,2031.677,-1664.001,27470.424,-0.061
RUS_VOLG,2100,CL,75655.348,75401.600,253.748,298250.629,0.001
RUS_OBBB,2100,CL,21611.497,31701.639,-10090.142,220199.801,-0.046
CAN_HBCO,2100,CL,3570.902,123.074,3447.828,172460.716,0.020
GBR_SCTD,2100,CL,651.248,177.668,473.580,7894.509,0.060
CAN_AOSB,2100,CL,1658.960,315.683,1343.277,56744.915,0.024
EST_BSCC,2100,CL,30.557,278.533,-247.976,2787.448,-0.089
EST_NARV,2100,CL,43.593,218.435,-174.842,1713.360,-0.102
LVA_BSCC,2100,CL,28.829,300.192,-271.363,3762.269,-0.072
DNK_DGCO,2100,CL,1483.019,2543.441,-1060.421,4190.516,-0.253
LVA_DAUG,2100,CL,71.538,157.830,-86.292,2647.862,-0.033
CAN_SNEL,2100,CL,29954.211,41085.182,-11130.971,110855.313,-0.100
LTU_BSCC,2100,CL,1.144,411.084,-409.940,1903.127,-0.215
LTU_NEMA,2100,CL,292.602,1096.098,-803.495,4555.188,-0.176
BLR_DAUG,2100,CL,400.503,723.420,-322.917,3315.344,-0.097
IRL_IREL,2100,CL,293.939,833.995,-540.056,6913.157,-0.078
GBR_IREL,2100,CL,185.600,10.308,175.292,1418.074,0.124
GBR_EAWC,2100,CL,5566.555,2842.635,2723.920,14903.241,0.183
BLR_NEMA,2100,CL,1666.427,3206.111,-1539.685,5474.736,-0.281
BLR_DNIP,2100,CL,2976.360,7495.625,-4519.265,11872.176,-0.381
RUS_AMUR,2100,CL,4268.007,3254.203,1013.804,111188.081,0.009
DEU_DGCO,2100,CL,989.209,1016.992,-27.783,3105.183,-0.009
POL_PLCO,2100,CL,400.291,903.543,-503.251,3187.061,-0.158
KAZ_OBBB,2100,CL,10798.637,4817.048,5981.589,69281.914,0.086
POL_WISL,2100,CL,5901.344,6206.678,-305.334,17125.975,-0.018
NLD_RHIN,2100,CL,894.615,925.076,-30.462,2561.436,-0.012
DEU_EWES,2100,CL,3136.698,2285.441,851.257,6394.587,0.133
DEU_ELBE,2100,CL,4116.979,2905.785,1211.194,9504.332,0.127
POL_ODER,2100,CL,3712.930,3951.685,-238.755,10870.770,-0.022
CAN_STLA,2100,CL,8308.273,5215.893,3092.380,81863.831,0.038
CHN_AMUR,2100,CL,15963.168,22008.362,-6045.194,123541.646,-0.049
UKR_DNIP,2100,CL,16490.295,16796.351,-306.056,29183.423,-0.010
NLD_SCHE,2100,CL,115.480,45.521,69.960,337.554,0.207
DEU_RHIN,2100,CL,3815.778,2484.214,1331.565,11022.165,0.121
UKR_DNIE,2100,CL,3509.425,3362.821,146.605,6731.247,0.022
KAZ_SYRD,2100,CL,1331.540,6292.894,-4961.354,101876.292,-0.049
FRA_FWCX,2100,CL,3564.566,4717.519,-1152.953,11558.760,-0.100
NLD_MAAS,2100,CL,101.794,163.174,-61.379,616.561,-0.100
KAZ_CSPC,2100,CL,1024.371,2807.709,-1783.338,43505.628,-0.041
MNG_YENS,2100,CL,379.377,9.287,370.090,32632.978,0.011
BEL_SCHE,2100,CL,355.600,110.643,244.956,1641.859,0.149
FRA_SEIN,2100,CL,4368.373,4594.922,-226.549,8453.518,-0.027
BEL_MAAS,2100,CL,26.665,36.567,-9.902,1407.712,-0.007
LUX_RHIN,2100,CL,183.445,7.390,176.054,260.602,0.676
CZE_ELBE,2100,CL,1413.694,2196.438,-782.743,4963.341,-0.158
UKR_DONN,2100,CL,3488.230,3354.174,134.056,5355.506,0.025
MNG_GOBI,2100,CL,280.507,4.158,276.350,104612.351,0.003
CZE_ODER,2100,CL,51.563,134.064,-82.501,687.774,-0.120
SVK_DANU,2100,CL,1215.204,1473.949,-258.744,4833.896,-0.054
MNG_AMUR,2100,CL,178.925,1.427,177.497,18806.878,0.009
USA_MSMM,2100,CL,145081.741,164615.670,-19533.929,387646.284,-0.050
FRA_RHON,2100,CL,3994.065,2005.308,1988.757,15201.316,0.131
DEU_DANU,2100,CL,1426.209,1175.608,250.601,5572.723,0.045
CZE_DANU,2100,CL,418.620,855.764,-437.144,2196.619,-0.199
UKR_BSNC,2100,CL,5910.207,8929.529,-3019.322,15290.275,-0.197
USA_COLU,2100,CL,11361.203,6646.735,4714.468,107095.445,0.044
FRA_LOIR,2100,CL,4074.374,3487.514,586.859,11669.126,0.050
UKR_DANU,2100,CL,1046.701,954.678,92.023,3093.241,0.030
KAZ_LKBH,2100,CL,669.781,3769.244,-3099.462,40946.543,-0.076
CHN_GOBI,2100,CL,1246.730,4097.404,-2850.674,119572.761,-0.024
AUT_DANU,2100,CL,641.572,2716.438,-2074.865,8376.130,-0.248
HUN_DANU,2100,CL,3396.954,4143.581,-746.627,9293.363,-0.080
ROU_DANU,2100,CL,7329.492,6970.707,358.785,23574.561,0.015
MDA_DNIE,2100,CL,457.771,916.135,-458.364,1866.686,-0.246
USA_GMAN,2100,CL,39133.971,20488.018,18645.953,110096.545,0.169
CHE_RHIN,2100,CL,323.270,211.329,111.941,2776.613,0.040
ITA_IECO,2100,CL,1725.855,2123.661,-397.806,9440.419,-0.042
CHE_RHON,2100,CL,26.856,39.651,-12.795,780.058,-0.016
ITA_POOO,2100,CL,3046.617,1814.160,1232.458,6991.595,0.176
SVN_DANU,2100,CL,513.932,81.208,432.724,1602.542,0.270
SVN_AGBS,2100,CL,102.754,12.331,90.423,423.355,0.214
SRB_DANU,2100,CL,3545.536,3813.762,-268.225,7742.568,-0.035
FRA_GIRD,2100,CL,2270.567,1770.418,500.148,8019.055,0.062
HRV_DANU,2100,CL,639.406,314.298,325.108,3218.540,0.101
UZB_CSEC,2100,CL,140.366,92.047,48.319,7657.002,0.006
JPN_JAPN,2100,CL,1926.728,1926.728,0.000,37037.503,0.000
HRV_AGBS,2100,CL,443.576,53.115,390.461,2248.184,0.174
UZB_AMDA,2100,CL,2029.586,3541.345,-1511.760,30744.842,-0.049
BIH_DANU,2100,CL,389.298,244.122,145.175,3787.099,0.038
CHN_TARI,2100,CL,1702.744,9227.822,-7525.078,208933.041,-0.036
ITA_IWCO,2100,CL,1405.641,743.780,661.862,6821.710,0.097
ESP_SPAC,2100,CL,512.594,187.847,324.747,5361.704,0.061
ITA_TIBE,2100,CL,767.191,113.414,653.777,1780.526,0.367
MNE_DANU,2100,CL,69.526,37.524,32.002,662.142,0.048
BGR_DANU,2100,CL,845.829,1942.572,-1096.742,4847.823,-0.226
USA_NACC,2100,CL,1641.208,1704.128,-62.920,104941.702,-0.001
BIH_AGBS,2100,CL,21.121,60.163,-39.042,1383.924,-0.028
BGR_AGBS,2100,CL,533.456,1874.353,-1340.898,6406.791,-0.209
KGZ_SYRD,2100,CL,807.682,1063.334,-255.651,15238.342,-0.017
ESP_DOUR,2100,CL,1154.411,3558.552,-2404.141,7894.420,-0.305
ESP_EBRO,2100,CL,1432.321,1357.052,75.270,9040.425,0.008
MNE_AGBS,2100,CL,85.958,73.775,12.183,707.567,0.017
GEO_BSSC,2100,CL,810.577,66.073,744.504,3215.175,0.232
KGZ_LKBH,2100,CL,27.836,184.372,-156.536,2243.223,-0.070
CHN_HHEE,2100,CL,22154.236,37669.191,-15514.955,117280.575,-0.132
PRT_SPAC,2100,CL,352.184,266.422,85.762,3889.648,0.022
TUR_BSSC,2100,CL,8025.540,5927.193,2098.347,30908.002,0.068
GEO_CSSW,2100,CL,1196.597,188.780,1007.817,3718.579,0.271
TKM_CSEC,2100,CL,1216.244,622.373,593.871,41173.359,0.014
UZB_SYRD,2100,CL,1438.494,408.038,1030.456,6317.712,0.163
PRT_DOUR,2100,CL,83.177,72.379,10.798,1826.570,0.006
ESP_SSEC,2100,CL,1319.875,1827.125,-507.251,11397.292,-0.045
ALB_AGBS,2100,CL,345.332,729.455,-384.123,2820.242,-0.136
MKD_AGBS,2100,CL,439.319,519.081,-79.762,2535.199,-0.031
GRC_AGBS,2100,CL,1376.563,3541.642,-2165.078,13009.746,-0.166
TUR_CSSW,2100,CL,345.943,464.030,-118.087,4559.831,-0.026
ESP_TAGU,2100,CL,666.414,660.634,5.780,5591.656,0.001
ITA_MSII,2100,CL,246.470,594.309,-347.839,4966.328,-0.070
AZE_CSSW,2100,CL,1019.892,1772.767,-752.875,8561.220,-0.088
PRT_TAGU,2100,CL,121.164,85.807,35.358,1681.707,0.021
ARM_CSSW,2100,CL,234.032,263.364,-29.332,2955.944,-0.010
TUR_MSEC,2100,CL,5166.496,5282.908,-116.411,24802.203,-0.005
TUR_TIEU,2100,CL,1377.626,3382.280,-2004.655,17588.824,-0.114
TJK_SYRD,2100,CL,35.662,10.858,24.804,1316.022,0.019
ESP_GUAD,2100,CL,340.387,1277.972,-937.585,5580.615,-0.168
IRN_CSSW,2100,CL,1699.971,1227.321,472.650,17573.361,0.027
PRT_GUAD,2100,CL,29.870,96.728,-66.858,1446.334,-0.046
TJK_AMDA,2100,CL,567.108,1551.046,-983.938,12895.884,-0.076
ESP_GUDA,2100,CL,638.654,1692.727,-1054.073,5702.976,-0.185
TKM_AMDA,2100,CL,104.939,63.987,40.952,5775.390,0.007
IRN_TIEU,2100,CL,1454.452,718.210,736.242,16588.178,0.044
KOR_NSKU,2100,CL,3302.953,890.045,2412.908,9767.452,0.247
USA_GFCO,2100,CL,7677.332,14541.386,-6864.054,78315.948,-0.088
IRN_CSEC,2100,CL,667.435,1295.735,-628.300,13677.110,-0.046
AFG_AMDA,2100,CL,374.922,2981.685,-2606.764,16689.962,-0.156
CHN_CHIN,2100,CL,19669.000,21217.634,-1548.634,67599.796,-0.023
DZA_MSCC,2100,CL,3251.918,1304.736,1947.182,15532.655,0.125
TUN_MSCC,2100,CL,2616.539,2781.421,-164.882,8506.868,-0.019
IRQ_TIEU,2100,CL,420.162,406.689,13.474,43760.393,0.000
IRN_CIRA,2100,CL,717.109,3708.793,-2991.684,86394.057,-0.035
PAK_INDU,2100,CL,16589.890,14641.822,1948.068,52640.742,0.037
MAR_MSCC,2100,CL,501.866,1181.786,-679.920,6774.106,-0.100
DZA_ANIN,2100,CL,262.189,202.926,59.263,190457.326,0.000
AFG_CSEC,2100,CL,190.775,1268.357,-1077.582,9852.264,-0.109
AFG_INDU,2100,CL,345.683,785.410,-439.727,7075.002,-0.062
CHN_YANG,2100,CL,62149.164,27886.995,34262.169,300721.524,0.114
MAR_ANWC,2100,CL,5570.439,8312.269,-2741.830,27046.337,-0.101
CYP_MSEC,2100,CL,1.336,43.398,-42.062,889.988,-0.047
IND_INDU,2100,CL,3317.386,2400.234,917.152,18706.257,0.049
TUN_ANIN,2100,CL,31.825,145.019,-113.194,7131.669,-0.016
AFG_HELM,2100,CL,572.350,2253.173,-1680.822,25327.937,-0.066
LBN_MSEC,2100,CL,22.389,76.277,-53.888,925.946,-0.058
AFG_FARA,2100,CL,59.637,95.131,-35.495,5294.105,-0.007
MAR_ANIN,2100,CL,20.656,22.530,-1.874,7525.674,-0.000
LBY_MSCC,2100,CL,628.809,538.150,90.658,23922.793,0.004
ISR_MSEC,2100,CL,1.673,128.636,-126.963,1113.957,-0.114
JOR_EJSS,2100,CL,0.260,22.912,-22.652,5719.888,-0.004
MEX_BJCA,2100,CL,44.034,88.287,-44.252,14177.189,-0.003
MEX_MNCW,2100,CL,2369.877,1268.045,1101.832,44789.277,0.025
LBY_ANIN,2100,CL,153.210,101.878,51.332,138659.528,0.000
SAU_RSEE,2100,CL,125.950,105.239,20.711,35701.101,0.001
SAU_ARPA,2100,CL,852.272,121.342,730.930,156779.303,0.005
EGY_ANIN,2100,CL,195.977,30.848,165.129,61515.713,0.003
EGY_NILE,2100,CL,4542.527,2783.169,1759.358,25596.612,0.069
EGY_ARGA,2100,CL,6.778,119.820,-113.042,13123.385,-0.009
JOR_DEAS,2100,CL,3.212,45.447,-42.236,2160.704,-0.020
IND_GABR,2100,CL,70367.865,68531.177,1836.689,127987.365,0.014
MEX_RGBV,2100,CL,413.471,415.825,-2.354,23384.773,-0.000
IRN_PGCO,2100,CL,220.553,1697.267,-1476.714,27969.250,-0.053
IND_SABA,2100,CL,16616.762,20572.752,-3955.989,44873.603,-0.088
JOR_SIPE,2100,CL,0.846,6.724,-5.878,1012.596,-0.006
KWT_TIEU,2100,CL,0.034,0.352,-0.317,262.721,-0.001
PAK_HAMU,2100,CL,52.134,144.274,-92.140,11718.494,-0.008
NPL_GABR,2100,CL,4108.603,1850.387,2258.216,14730.131,0.153
ISR_DEAS,2100,CL,0.009,9.551,-9.542,948.167,-0.010
PAK_SABA,2100,CL,2696.820,3608.046,-911.227,11388.542,-0.080
KWT_ARPA,2100,CL,2.572,3.837,-1.265,1479.729,-0.001
MMR_IRRA,2100,CL,6950.445,9605.911,-2655.467,36453.558,-0.073
MEX_MCIN,2100,CL,554.725,431.526,123.199,24022.058,0.005
MMR_SALW,2100,CL,969.785,1102.634,-132.849,13011.861,-0.010
MRT_ANIN,2100,CL,2137.990,0.640,2137.350,56354.945,0.038
PAK_ASAC,2100,CL,324.692,1169.203,-844.511,11572.961,-0.073
OMN_ARPA,2100,CL,60.744,21.212,39.532,31124.736,0.001
MEX_RIVE,2100,CL,3229.625,7434.181,-4204.556,18170.861,-0.231
MRT_ANWC,2100,CL,121.692,7.857,113.835,27794.529,0.004
ARE_ARPA,2100,CL,45.167,18.408,26.758,7092.060,0.004
BGD_GABR,2100,CL,5634.707,7075.952,-1441.246,11956.386,-0.121
NER_LCHA,2100,CL,4447.252,2077.293,2369.958,69067.726,0.034
IND_GODA,2100,CL,18136.255,24127.994,-5991.738,53045.103,-0.113
MEX_RLER,2100,CL,3270.671,1855.582,1415.090,13115.645,0.108
TCD_LCHA,2100,CL,3179.972,492.736,2687.236,115635.768,0.023
MMR_BBCN,2100,CL,747.119,262.069,485.050,5401.920,0.090
VNM_HRIV,2100,CL,3095.360,2690.956,404.404,10369.393,0.039
HKG_CHIN,2100,CL,17.181,0.071,17.110,100.929,0.170
SDN_NILE,2100,CL,5059.516,815.487,4244.029,134623.324,0.032
BGD_BBCN,2100,CL,296.883,220.176,76.707,1705.599,0.045
LAO_MEKO,2100,CL,687.642,3151.028,-2463.386,20755.387,-0.119
VNM_MEKO,2100,CL,1380.365,2400.846,-1020.482,6828.536,-0.149
MEX_RIBA,2100,CL,6531.748,9230.372,-2698.624,35866.093,-0.075
MEX_YUPA,2100,CL,3826.301,3797.016,29.285,22128.462,0.001
NER_NIGE,2100,CL,9332.325,8738.568,593.757,49446.046,0.012
SDN_ANIN,2100,CL,2.982,1.042,1.940,31310.518,0.000
SDN_ARGA,2100,CL,2.368,1.004,1.364,9562.165,0.000
VNM_VNCO,2100,CL,5141.866,4077.835,1064.030,15694.099,0.068
IND_KRIS,2100,CL,33916.634,34524.566,-607.932,64108.838,-0.009
MMR_SITT,2100,CL,2108.593,1730.933,377.660,5892.945,0.064
PHL_PHIL,2100,CL,10722.405,9140.143,1582.262,28912.620,0.055
HTI_CARI,2100,CL,838.533,610.259,228.274,2679.055,0.085
MLI_NIGE,2100,CL,2462.234,312.657,2149.577,57541.671,0.037
THA_MEKO,2100,CL,9741.983,7311.227,2430.756,18765.422,0.130
LAO_VNCO,2100,CL,22.333,91.215,-68.881,2127.747,-0.032
DOM_CARI,2100,CL,783.271,1352.132,-568.861,4836.267,-0.118
MRT_SENE,2100,CL,333.435,112.465,220.971,19743.151,0.011
SDN_LCHA,2100,CL,595.599,37.670,557.929,9792.472,0.057
THA_CHAO,2100,CL,4985.612,6845.021,-1859.408,17740.355,-0.105
JAM_CARI,2100,CL,170.632,128.248,42.384,1094.390,0.039
BLZ_YUPA,2100,CL,42.526,87.562,-45.036,2212.985,-0.020
GTM_GRIJ,2100,CL,186.260,665.852,-479.592,4834.853,-0.099
GTM_YUPA,2100,CL,403.404,770.896,-367.492,3654.843,-0.101
HND_SCAM,2100,CL,913.242,1445.316,-532.073,11227.149,-0.047
SEN_SENE,2100,CL,462.824,314.103,148.721,7704.312,0.019
THA_PMAL,2100,CL,2042.637,4035.499,-1992.862,11521.452,-0.173
SEN_AFWC,2100,CL,1826.306,1257.133,569.174,11970.100,0.048
MMR_PMAL,2100,CL,255.077,418.012,-162.935,5665.232,-0.029
GTM_SCAM,2100,CL,496.149,394.773,101.376,2428.453,0.042
NIC_SCAM,2100,CL,685.631,1343.346,-657.715,12895.397,-0.051
MLI_SENE,2100,CL,761.143,83.709,677.434,17332.520,0.039
BFA_NIGE,2100,CL,750.323,1002.330,-252.007,8300.273,-0.030
ETH_NILE,2100,CL,6856.751,10078.909,-3222.157,36731.493,-0.088
ETH_RIFT,2100,CL,4961.622,7368.922,-2407.300,30259.489,-0.080
THA_GTCC,2100,CL,783.675,1579.061,-795.385,3518.543,-0.226
SLV_SCAM,2100,CL,697.345,758.972,-61.627,2057.499,-0.030
BFA_VOLT,2100,CL,2786.323,4554.534,-1768.211,17305.176,-0.102
NGA_NIGE,2100,CL,17428.048,2479.700,14948.348,57330.643,0.261
NGA_LCHA,2100,CL,4839.980,3404.331,1435.649,17912.313,0.080
KHM_MEKO,2100,CL,1638.409,4922.785,-3284.375,16359.672,-0.201
COL_CARC,2100,CL,382.303,1096.637,-714.334,11321.874,-0.063
GNB_AFWC,2100,CL,213.889,206.383,7.506,3271.070,0.002
GIN_AFWC,2100,CL,527.592,96.831,430.761,11802.314,0.036
DJI_ARGA,2100,CL,0.048,0.331,-0.282,2027.820,-0.000
GIN_SENE,2100,CL,161.136,20.301,140.835,3131.799,0.045
BEN_NIGE,2100,CL,250.293,1109.056,-858.763,4473.577,-0.192
ETH_ARGA,2100,CL,27.603,0.364,27.239,9495.438,0.003
KHM_GTCC,2100,CL,45.874,60.195,-14.321,1815.289,-0.008
COL_MAGD,2100,CL,2860.159,4438.318,-1578.159,26041.126,-0.061
TTO_CARC,2100,CL,80.408,28.341,52.067,508.827,0.102
GIN_NIGE,2100,CL,647.337,74.746,572.591,9586.966,0.060
GHA_VOLT,2100,CL,1748.879,4643.183,-2894.304,16676.239,-0.174
TGO_VOLT,2100,CL,425.077,937.489,-512.412,2765.757,-0.185
CMR_LCHA,2100,CL,380.920,1800.033,-1419.113,4799.656,-0.296
CRI_SCAM,2100,CL,234.221,710.190,-475.969,5110.716,-0.093
BEN_VOLT,2100,CL,39.828,315.258,-275.430,1543.705,-0.178
CIV_AFWC,2100,CL,3392.024,13174.103,-9782.079,29855.227,-0.328
CMR_NIGE,2100,CL,614.932,3214.208,-2599.276,8730.270,-0.298
CAF_LCHA,2100,CL,2043.902,386.809,1657.093,21464.127,0.077
PAN_SCAM,2100,CL,191.563,374.736,-183.173,4862.432,-0.038
PAN_CEPC,2100,CL,13.967,94.509,-80.542,2596.320,-0.031
SLE_AFWC,2100,CL,793.756,833.156,-39.400,7196.955,-0.005
CIV_NIGE,2100,CL,178.740,210.192,-31.452,2331.570,-0.013
BEN_AFWC,2100,CL,407.589,891.102,-483.513,5623.022,-0.086
ETH_SHJU,2100,CL,3075.885,3948.877,-872.991,36722.146,-0.024
LKA_SRIL,2100,CL,2496.437,3469.444,-973.007,6600.516,-0.147
TGO_AFWC,2100,CL,454.321,904.752,-450.430,2942.448,-0.153
NGA_AFWC,2100,CL,2917.397,146.537,2770.860,9738.833,0.285
LBR_AFWC,2100,CL,301.371,460.000,-158.629,9572.640,-0.017
GUY_NESO,2100,CL,155.386,236.055,-80.669,19900.157,-0.004
CAF_CONG,2100,CL,1008.798,653.272,355.526,40597.646,0.009
COL_ORIN,2100,CL,1195.346,1003.296,192.050,34746.068,0.006
GHA_AFWC,2100,CL,557.329,474.898,82.430,7234.379,0.011
MYS_NBCO,2100,CL,3097.521,1824.097,1273.424,19659.724,0.065
